"id","identificador","ubicacion","latitud","longitud","municipio_id","provincia_id","id_departamento","municipio","provincia","departamento"
"599","COR037-01","","-30.620881","-57.966163","COR037","AR-W","1416","Mocoretá","Corrientes","Monte Caseros"
"1084","FOR033-01","","-25.536879","-60.019268","FOR033","AR-P","1453","Subteniente Perín","Formosa","Patiño"
"741","TUC106-01","Delegacion Municipal","-27.000000","-65.000000","TUC106","AR-T","1651","Villa Benjamín Aráoz y el Tajamar","Tucumán","Burruyacu"
"1349","RNO045-01","","0.000000","0.000000","RNO045","AR-R","1572","Cona Niyeu","Río Negro","Nueve de Julio"
"689","ERI021-01","Plaza Luis Maria Campos","-31.523469","-58.405954","ERI021","AR-E","1444","General Campos","Entre Ríos","San Salvador"
"1282","SFE275-01","","0.000000","0.000000","SFE275","AR-S","1690","San Bernardo (S.J.)","Santa Fe","San Justo"
"940","CAT025-01","Punto Digital","-28.475950","-65.772131","CAT025","AR-K","1333","San Fernando","Catamarca","Belen"
"230","NEU031-01","Patinodromo","-38.955486","-68.237063","NEU031","AR-Q","1556","Plottier","Neuquén","Confluencia"
"1130","CHA039-01","","0.000000","0.000000","CHA039","AR-H","1284","Las Breñas","Chaco","Nueve de Julio"
"569","SFE042-01","SUM","-31.954167","-61.305833","SFE042","AR-S","1693","Campo Piaggio","Santa Fe","San Jeronimo"
"921","JUJ017-01","","0.000000","0.000000","JUJ017","AR-Y","1462","El Condor","Jujuy","Yavi"
"915","SGO078-01","Punto Digital Rio Hondo","-27.498382","-64.863337","SGO078","AR-G","1626","Termas de Río Hondo","Santiago del Estero","Rio Hondo"
"205","SGO078-02","Municipalidad","-27.496989","-64.858392","SGO078","AR-G","1626","Termas de Río Hondo","Santiago del Estero","Rio Hondo"
"206","SGO078-03","Direccion de Turismo","-27.497778","-64.860324","SGO078","AR-G","1626","Termas de Río Hondo","Santiago del Estero","Rio Hondo"
"1211","MIS052-01","","0.000000","0.000000","MIS052","AR-N","1541","Montecarlo","Misiones","Montecarlo"
"160","MIS052-02","Punto Digital","-26.566037","-54.769589","MIS052","AR-N","1541","Montecarlo","Misiones","Montecarlo"
"239","BUE080-01","PD Marcos PAz","-34.758009","-58.816773","BUE080","AR-B","1275","Marcos Paz","Buenos Aires","Marcos Paz"
"1020","SAL014-01","Punto Digital","-25.077398","-65.488602","SAL014","AR-A","1667","El Carril","Salta","Chicoana"
"1122","CBA307-01","","0.000000","0.000000","CBA307","AR-X","1398","Río Segundo","Córdoba","Rio Segundo"
"1248","SFE178-01","","0.000000","0.000000","SFE178","AR-S","1694","Laguna Paiva","Santa Fe","La Capital"
"375","CBA234-01","","0.000000","0.000000","CBA234","AR-X","1388","Los Zorros","Córdoba","Tercero Arriba"
"1297","SFE206-01","","0.000000","0.000000","SFE206","AR-S","1695","Malabrigo","Santa Fe","General Obligado"
"199","SFE206-02","Parque de la Juventud","-29.359158","-59.969849","SFE206","AR-S","1695","Malabrigo","Santa Fe","General Obligado"
"661","CHU006-01","centro de capacitacion","-43.585722","-71.701861","CHU006","AR-U","1368","Carrenleufú","Chubut","Languiñeo"
"396","ERI036-01","","0.000000","0.000000","ERI036","AR-E","1439","María Grande","Entre Ríos","Parana"
"1277","CBA071-01","","0.000000","0.000000","CBA071","AR-X","1382","Chucul","Córdoba","Rio Cuarto"
"1305","SAL057-01","","0.000000","0.000000","SAL057","AR-A","1675","Vaqueros","Salta","La Caldera"
"1026","CBA380-01","","0.000000","0.000000","CBA380","AR-X","1382","Vicuña Mackenna","Córdoba","Rio Cuarto"
"614","CBA405-01","Municipalidad","-31.050361","-64.496306","CBA405","AR-X","1396","Villa Giardino","Córdoba","Punilla"
"405","SGO013-01","","0.000000","0.000000","SGO013","AR-G","1624","Colonia Alpina","Santiago del Estero","Rivadavia"
"271","ERI051-01","PD Sauce de Luna","-31.239685","-59.216290","ERI051","AR-E","1443","Sauce de Luna","Entre Ríos","Federal"
"861","LRJ016-01","","-28.424750","-67.110444","LRJ016","AR-F","1512","San Blas de los Sauces","La Rioja","San Blas de los Sauces"
"759","RNO028-01","","-41.851986","-70.901294","RNO028","AR-R","1576","Ñorquincó","Río Negro","Ñorquinco"
"456","CBA397-01","","0.000000","0.000000","CBA397","AR-X","1398","Villa del Rosario","Córdoba","Rio Segundo"
"734","SFE100-01","Plaza Municipio","-34.000000","-62.000000","SFE100","AR-S","1683","Diego de Alvear","Santa Fe","General Lopez"
"1091","BUE043-01","","-36.022218","-60.014617","BUE043","AR-B","1237","General Alvear","Buenos Aires","General Alvear"
"349","SFE295-01","","0.000000","0.000000","SFE295","AR-S","1690","San Justo","Santa Fe","San Justo"
"929","MZA003-01","Punto Digital","-32.914748","-68.754544","MZA003","AR-M","1517","Guaymallén","Mendoza","Guaymallen"
"153","MZA003-02","Mdza - Guaymallen","-32.899573","-68.788042","MZA003","AR-M","1517","Guaymallén","Mendoza","Guaymallen"
"742","TUC006-01","comuna rural","-33.000000","-68.000000","TUC006","AR-T","1647","Alto Verde y los Gucheas","Tucumán","Chicligasta"
"327","COR056-01","Plaza Principal","-28.955571","-58.570717","COR056","AR-W","1414","San Roque","Corrientes","San Roque"
"1160","BUE071-01","","0.000000","0.000000","BUE071","AR-B","1266","Lincoln","Buenos Aires","Lincoln"
"578","SFE351-01","Plaza Municipio","-28.623536","-61.627028","SFE351","AR-S","1701","Villa Minetti","Santa Fe","Nueve de Julio"
"716","JUJ029-01","Municipalidad","-23.625472","-65.409638","JUJ029","AR-Y","1469","Maimará","Jujuy","Tilcara"
"1120","ERI061-01","","0.000000","0.000000","ERI061","AR-E","1441","Villa Elisa","Entre Ríos","Colon"
"897","CHU032-01","Municipalidad","-42.735999","-69.608091","CHU032","AR-U","1368","Paso del Sapo","Chubut","Languiñeo"
"740","TUC041-01","Comuna","-27.000000","-66.000000","TUC041","AR-T","1647","Gastona y Belicha","Tucumán","Chicligasta"
"229","BUE014-01","Patio Civico","-34.868310","-57.883916","BUE014","AR-B","1208","Berisso","Buenos Aires","Berisso"
"1","BUE014-02","Plaza 17 de Octubre","-34.880694","-57.869028","BUE014","AR-B","1208","Berisso","Buenos Aires","Berisso"
"733","SAL033-01","La Poma-Salta","-24.722556","-66.200583","SAL033","AR-A","1677","La Poma","Salta","La Poma"
"823","SGO102-01","","-27.415361","-64.945750","SGO102","AR-G","1626","Colonia Tinco","Santiago del Estero","Rio Hondo"
"536","CBA168-01","","0.000000","0.000000","CBA168","AR-X","1391","La Cruz","Córdoba","Calamuchita"
"1162","COR059-01","","0.000000","0.000000","COR059","AR-W","1425","Santo Tomé","Corrientes","Santo Tome"
"380","SJU015-01","Municipalidad  - Media Agua","-31.980667","-68.427222","SJU015","AR-J","1593","Sarmiento","San Juan","Sarmiento"
"1113","JUJ010-01","","0.000000","0.000000","JUJ010","AR-Y","1464","Caspalá","Jujuy","Valle Grande"
"664","NEU017-01","Municipalidad","-40.000000","-71.000000","NEU017","AR-Q","1560","Junín de los Andes","Neuquén","Huiliches"
"300","COR018-01","Municipalidad de Felipe Yofré VSAT","-29.106159","-58.339307","COR018","AR-W","1424","Felipe Yofre","Corrientes","Mercedes"
"935","JUJ047-01","Punto Digital","-24.190683","-65.312052","JUJ047","AR-Y","1474","San Salvador de Jujuy","Jujuy","Doctor Manuel Belgrano"
"217","JUJ047-02","Punto Digital","-24.190824","-65.311990","JUJ047","AR-Y","1474","San Salvador de Jujuy","Jujuy","Doctor Manuel Belgrano"
"912","RNO058-01","","-40.423384","-69.613994","RNO058","AR-R","1568","Mencué","Río Negro","El Cuy"
"723","LRJ015-01","Delegacion Municipal","-31.210106","-66.312253","LRJ015","AR-F","1511","Rosario Vera Peñaloza","La Rioja","Rosario Vera Peñaloza"
"1061","SFE116-01","","0.000000","0.000000","SFE116","AR-S","1690","Colonia Esther","Santa Fe","San Justo"
"745","SFE188-01","","0.000000","0.000000","SFE188","AR-S","1692","Las Rosas","Santa Fe","Belgrano"
"554","CHA054-01","","-26.790389","-60.440944","CHA054","AR-H","1719","Presidencia Roque Sáenz Peña","Chaco","Comandante Fernandez"
"1318","JUJ051-01","","0.000000","0.000000","JUJ051","AR-Y","1465","Susques","Jujuy","Susques"
"678","JUJ032-01","Vsat Punto Digital Palma Sola","-23.978121","-64.305518","JUJ032","AR-Y","1468","Palma Sola","Jujuy","Santa Barbara"
"821","SGO108-01","","-27.914901","-62.175558","SGO108","AR-G","1630","El Colorado","Santiago del Estero","Juan Felipe Ibarra"
"864","MIS068-01","San Pedro - Anfiteatro Municipal","-26.624889","-54.111917","MIS068","AR-N","1549","San Pedro","Misiones","San Pedro"
"1076","CAT016-01","","-27.715778","-67.115472","CAT016","AR-K","1333","Londres","Catamarca","Belen"
"1302","SAL046-01","","0.000000","0.000000","SAL046","AR-A","1672","Rosario de la Frontera","Salta","Rosario de la Frontera"
"1274","SFE217-01","","0.000000","0.000000","SFE217","AR-S","1683","Miguel Torres","Santa Fe","General Lopez"
"646","TUC004-01","","0.000000","0.000000","TUC004","AR-T","1646","Alderetes","Tucumán","Cruz Alta"
"378","CBA329-01","","0.000000","0.000000","CBA329","AR-X","1391","San Ignacio","Córdoba","Calamuchita"
"961","SFE271-01","Punto Digital","-31.683477","-60.937484","SFE271","AR-S","1700","San Agustín","Santa Fe","Las Colonias"
"705","CHU015-01","Municipalidad","-42.064500","-71.521639","CHU015","AR-U","1372","El Hoyo","Chubut","Cushamen"
"1017","CBA106-01","Punto Digital","-31.648112","-63.761954","CBA106","AR-X","1398","Costa Sacate","Córdoba","Rio Segundo"
"772","NEU005-01","","-36.822023","-69.915140","NEU005","AR-Q","1554","Barrancas","Neuquén","Pehuenches"
"257","SCR010-01","PD Puerto San Julian","-49.309832","-67.741390","SCR010","AR-Z","1612","Puerto San Julián","Santa Cruz","Magallanes"
"191","SCR010-02","","-49.304007","-67.736349","SCR010","AR-Z","1612","Puerto San Julián","Santa Cruz","Magallanes"
"345","SFE040-01","","-29.887750","-60.282417","SFE040","AR-S","1697","Calchaquí","Santa Fe","Vera"
"1106","TUC097-01","","0.000000","0.000000","TUC097","AR-T","1650","Simoca","Tucumán","Simoca"
"1199","SFE054-01","","0.000000","0.000000","SFE054","AR-S","1684","Carmen del Sauce","Santa Fe","Rosario"
"596","CHA015-01","","-27.682250","-60.903167","CHA015","AR-H","1357","Coronel Du Graty","Chaco","Mayor Luis Jorge Fontana"
"402","SGO057-01","Punto Digital","-26.196998","-64.242959","SGO057","AR-G","1631","Nueva Esperanza","Santiago del Estero","Pellegrini"
"1135","CHU030-01","","0.000000","0.000000","CHU030","AR-U","1379","Los Altares","Chubut","Paso de Indios"
"637","MIS015-01","","-26.657639","-54.738500","MIS015","AR-N","1541","Caraguatay","Misiones","Montecarlo"
"91","BUE117-01","","-33.344073","-60.225504","BUE117","AR-B","1312","San Nicolás de los Arroyos","Buenos Aires","San Nicolas"
"158","MZA014-01","Palmira","-33.052532","-68.558932","MZA014","AR-M","1528","San Martín","Mendoza","San Martin"
"121","CBA315-01","","-31.316875","-64.308859","CBA315","AR-X","1383","Saldán","Córdoba","Colon"
"120","CBA315-02","Plaza Malvinas Argentinas","-31.313356","-64.299915","CBA315","AR-X","1383","Saldán","Córdoba","Colon"
"62","BUE132-01","Av.3 Y 104","-37.255799","-56.967854","BUE132","AR-B","1327","Villa Gesell","Buenos Aires","Villa Gesell"
"63","BUE132-02","Av. ELucero y Mercedes Sosa","-37.327111","-57.022806","BUE132","AR-B","1327","Villa Gesell","Buenos Aires","Villa Gesell"
"14","BUE082-01","","-38.005944","-57.543639","BUE082","AR-B","1277","Merlo","Buenos Aires","Merlo"
"13","BUE082-02","Estacion de Tren","-34.705944","-58.779167","BUE082","AR-B","1277","Merlo","Buenos Aires","Merlo"
"16","BUE082-03","Plaza Nestor Kirchner","-34.664943","-58.727649","BUE082","AR-B","1277","Merlo","Buenos Aires","Merlo"
"12","BUE082-04","Plaza Agustin Ferrari","-34.704222","-58.783167","BUE082","AR-B","1277","Merlo","Buenos Aires","Merlo"
"15","BUE082-05","El Tejadito","-34.676824","-58.729207","BUE082","AR-B","1277","Merlo","Buenos Aires","Merlo"
"178","NEU038-01","Biblioteca Alfonsina Storni","-39.009341","-68.425793","NEU038","AR-Q","1556","Senillosa","Neuquén","Confluencia"
"181","RNO033-01","Catedral Nuestra Señora Nahual Huapi","-41.132902","-71.303030","RNO033","AR-R","1574","San Carlos de Bariloche","Río Negro","Bariloche"
"180","RNO033-02","Centro Civico","-41.133481","-71.310406","RNO033","AR-R","1574","San Carlos de Bariloche","Río Negro","Bariloche"
"182","RNO033-03","Cerro Catedral","-41.165558","-71.437100","RNO033","AR-R","1574","San Carlos de Bariloche","Río Negro","Bariloche"
"183","RNO033-04","Punto Digital","-41.156554","-71.301076","RNO033","AR-R","1574","San Carlos de Bariloche","Río Negro","Bariloche"
"212","BUE009-01","","-37.832376","-58.273551","BUE009","AR-B","1204","Balcarce","Buenos Aires","Balcarce"
"138","ERI016-01","Punto Digital","-32.072312","-60.644503","ERI016","AR-E","1434","Diamante","Entre Ríos","Diamante"
"136","ERI016-02","Plaza 9 de Julio","-32.070752","-60.638279","ERI016","AR-E","1434","Diamante","Entre Ríos","Diamante"
"137","ERI016-03","Plaza Municipal","-32.067128","-60.642558","ERI016","AR-E","1434","Diamante","Entre Ríos","Diamante"
"159","MIS031-01","Punto Digital","-26.399477","-54.626377","MIS031","AR-N","1542","Eldorado","Misiones","Eldorado"
"141","ERI027-01","Camping Villa Hernandarias","-31.228446","-59.991586","ERI027","AR-E","1439","Hernandarias","Entre Ríos","Parana"
"114","CBA263-01","Plaza Centenario","-32.592763","-62.833391","CBA263","AR-X","1384","Morrison","Córdoba","Union"
"113","CBA263-02","Morrison - Plaza (Calle Libertad)","-32.597694","-62.835278","CBA263","AR-X","1384","Morrison","Córdoba","Union"
"184","RNO052-01","Plaza Consejo Deliberante","-41.075729","-71.172204","RNO052","AR-R","1574","Dina Huapi","Río Negro","Bariloche"
"216","FOR002-01","Punto Digital","-25.287408","-57.707119","FOR002","AR-P","1451","Clorinda","Formosa","Pilcomayo"
"109","CBA185-01","","-30.569128","-63.515158","CBA185","AR-X","1394","La Posta","Córdoba","Rio Primero"
"123","CBA376-01","Municipalidad Unquillo","-31.234057","-64.316442","CBA376","AR-X","1383","Unquillo","Córdoba","Colon"
"124","CBA376-02","Plaza Alem","-31.237170","-64.311997","CBA376","AR-X","1383","Unquillo","Córdoba","Colon"
"43","BUE054-01","","-34.606619","-58.952943","BUE054","AR-B","1248","General Rodríguez","Buenos Aires","General Rodriguez"
"42","BUE054-02","Museo","-34.605222","-58.955833","BUE054","AR-B","1248","General Rodríguez","Buenos Aires","General Rodriguez"
"44","BUE054-03","","-34.604694","-58.955806","BUE054","AR-B","1248","General Rodríguez","Buenos Aires","General Rodriguez"
"41","BUE054-04","","-34.606528","-58.952472","BUE054","AR-B","1248","General Rodríguez","Buenos Aires","General Rodriguez"
"96","CHU037-01","Plaza Municipalidad","-45.686289","-70.256363","CHU037","AR-U","1367","Río Mayo","Chubut","Rio Senguer"
"66","BUE085-01","Centro Comercial","-34.638361","-58.826444","BUE085","AR-B","1280","Moreno","Buenos Aires","Moreno"
"196","SFE020-01","Plaza 9 de Julio","-33.158237","-60.511559","SFE020","AR-S","1684","Arroyo Seco","Santa Fe","Rosario"
"98","CBA011-01","Parque Publico Sierras","-31.652620","-64.438237","CBA011","AR-X","1389","Alta Gracia","Córdoba","Santa Maria"
"97","CBA011-02","Plaza Solares","-31.657083","-64.434944","CBA011","AR-X","1389","Alta Gracia","Córdoba","Santa Maria"
"29","BUE017-01","","-34.170500","-58.959194","BUE017","AR-B","1212","Campana","Buenos Aires","Campana"
"112","CBA258-01","Plaza Pcpal","-31.344806","-63.943083","CBA258","AR-X","1394","Monte Cristo","Córdoba","Rio Primero"
"73","BUE094-01","Plaza 25 de Mayo","-33.897580","-60.575261","BUE094","AR-B","1289","Pergamino","Buenos Aires","Pergamino"
"72","BUE094-02","Parque Davila","-33.895389","-60.566750","BUE094","AR-B","1289","Pergamino","Buenos Aires","Pergamino"
"74","BUE094-03","Plaza Merced","-33.891333","-60.574639","BUE094","AR-B","1289","Pergamino","Buenos Aires","Pergamino"
"75","BUE094-04","Punto Digital","-33.893956","-60.582972","BUE094","AR-B","1289","Pergamino","Buenos Aires","Pergamino"
"37","BUE002-01","Pza. Calles Mitre y GraPaz","-38.032444","-60.099583","BUE002","AR-B","1196","Adolfo Gonzáles Chaves","Buenos Aires","Adolfo Gonzales Chaves"
"65","BUE053-01","Punto Digital (Polideporitvo)","-37.961164","-57.597663","BUE053","AR-B","1247","General Pueyrredón","Buenos Aires","General Pueyrredon"
"64","BUE053-02","Plaza Colon","-38.005944","-57.543639","BUE053","AR-B","1247","General Pueyrredón","Buenos Aires","General Pueyrredon"
"111","CBA223-01","Pza San Martin","-32.317486","-64.273892","CBA223","AR-X","1391","Los Cóndores","Córdoba","Calamuchita"
"25","BUE015-01","Plaza Alsina","-36.229917","-61.113889","BUE015","AR-B","1209","Bolívar","Buenos Aires","Bolivar"
"81","BUE098-01","Plaza Belisario Roldan","-34.918025","-58.379339","BUE098","AR-B","1293","Presidente Perón","Buenos Aires","Presidente Peron"
"36","BUE035-01","Plaza BMX","-34.862722","-57.915194","BUE035","AR-B","1229","Ensenada","Buenos Aires","Ensenada"
"129","CBA411-01","Pza Centenario","-32.410241","-63.243375","CBA411","AR-X","1393","Villa María","Córdoba","General San Martin"
"46","BUE050-01","Municipalidad","-36.406472","-56.943000","BUE050","AR-B","1244","General Lavalle","Buenos Aires","General Lavalle"
"151","JUJ033-01","Palpala","-24.257758","-65.207836","JUJ033","AR-Y","1471","Palpalá","Jujuy","Palpala"
"148","ERI040-01","plaza municipal","-31.184906","-59.950082","ERI040","AR-E","1437","Piedras Blancas","Entre Ríos","La Paz"
"197","SFE105-01","Plaza de Los Sueños","-32.189060","-61.707563","SFE105","AR-S","1698","El Trébol","Santa Fe","San Martin"
"30","BUE024-01","Pza. Gral. Paz","-34.642861","-60.460722","BUE024","AR-B","1219","Chacabuco","Buenos Aires","Chacabuco"
"140","ERI025-01","Plaza Habib Habad","-33.031706","-58.539035","ERI025","AR-E","1433","Gualeguaychú","Entre Ríos","Gualeguaychu"
"139","ERI048-01","","-31.523641","-58.405732","ERI048","AR-E","1444","San Salvador","Entre Ríos","San Salvador"
"88","BUE105-01","Plaza Rivadavia","-34.194218","-60.730717","BUE105","AR-B","1300","Rojas","Buenos Aires","Rojas"
"90","BUE105-02","Plaza España","-34.194242","-60.730678","BUE105","AR-B","1300","Rojas","Buenos Aires","Rojas"
"89","BUE105-03","PLaza San Martin","-34.197791","-60.733605","BUE105","AR-B","1300","Rojas","Buenos Aires","Rojas"
"187","SAL009-01","Plaza Municipio","-24.895593","-65.487464","SAL009","AR-A","1676","San José de los Cerrillos","Salta","Cerrillos"
"152","LAP072-01","Trenel - Pza Principal","-35.698332","-64.133237","LAP072","AR-L","1481","Trenel","La Pampa","Trenel"
"8","BUE004-01","Adrogue","-34.798250","-58.384778","BUE004","AR-B","1198","Almirante Brown","Buenos Aires","Almirante Brown"
"9","BUE004-02","Burzaco","-34.821889","-58.392361","BUE004","AR-B","1198","Almirante Brown","Buenos Aires","Almirante Brown"
"100","CBA083-01","Plaza Nicolas Avellaneda","-31.022111","-64.061778","CBA083","AR-X","1383","Colonia Caroya","Córdoba","Colon"
"122","CBA359-01","Plaza (calle 25 de Mayo y Alberdi)","-30.942927","-64.093981","CBA359","AR-X","1400","Sinsacate","Córdoba","Totoral"
"179","NEU046-01","Plaza Pcpal","-40.762093","-71.647336","NEU046","AR-Q","1565","Villa la Angostura","Neuquén","Los Lagos"
"150","FOR008-01","Plaza San Martin","-26.185363","-58.174473","FOR008","AR-P","1452","Formosa","Formosa","Formosa"
"95","BUE121-01","Plaza Independencia","-37.328182","-59.136998","BUE121","AR-B","1316","Tandil","Buenos Aires","Tandil"
"204","SGO050-01","Los Telares","-28.985515","-63.450353","SGO050","AR-G","1622","Los Telares","Santiago del Estero","Salavina"
"203","SGO082-01","Plaza Lugones","-28.496213","-63.817967","SGO082","AR-G","1632","Villa Atamisqui","Santiago del Estero","Atamisqui"
"99","CBA038-01","Brinkmann - Plaza San Martin","-30.866639","-62.042999","CBA038","AR-X","1387","Brinkmann","Córdoba","San Justo"
"130","COR057-01","Municipalidad","-27.455383","-58.654525","COR057","AR-W","1430","Santa Ana","Corrientes","San Cosme"
"67","BUE086-01","Plaza San Martin","-34.651222","-58.621917","BUE086","AR-B","1281","Morón","Buenos Aires","Moron"
"68","BUE086-02","Punto Digital","-34.689605","-58.636401","BUE086","AR-B","1281","Morón","Buenos Aires","Moron"
"106","CBA148-01","Plaza San Martin","-32.423839","-63.726404","CBA148","AR-X","1388","Hernando","Córdoba","Tercero Arriba"
"105","CBA148-02","Polideportivo","-32.427952","-63.733637","CBA148","AR-X","1388","Hernando","Córdoba","Tercero Arriba"
"185","CBA042-01","Municipalidad","-31.667846","-63.198546","CBA042","AR-X","1398","Calchín","Córdoba","Rio Segundo"
"186","CBA042-02","Plaza San Martin","-31.669089","-63.199165","CBA042","AR-X","1398","Calchín","Córdoba","Rio Segundo"
"135","ERI015-01","Crespo - Plaza Sarmiento","-32.030977","-60.306335","ERI015","AR-E","1439","Crespo","Entre Ríos","Parana"
"149","ERI044-01","Club AtleticoySocial San Benito","-31.784101","-60.440182","ERI044","AR-E","1439","San Benito","Entre Ríos","Parana"
"155","MZA006-01","Las Heras - Estadio Polimeni","-32.851417","-68.839641","MZA006","AR-M","1520","Las Heras","Mendoza","Las Heras"
"118","CBA311-01","Pza del Centenario","-31.663932","-63.047886","CBA311","AR-X","1387","Sacanta","Córdoba","San Justo"
"119","CBA311-02","Pza San Martin","-31.663932","-64.093978","CBA311","AR-X","1387","Sacanta","Córdoba","San Justo"
"188","SAL013-01","El Bordo - Plaza Pcpal","-24.660334","-65.106564","SAL013","AR-A","1666","El Bordo","Salta","General Güemes"
"154","MZA004-01","","-33.144168","-68.485222","MZA004","AR-M","1518","Junín","Mendoza","Junin"
"190","SAL048-01","Salta - Municipalidad","-24.805356","-65.421924","SAL048","AR-A","1681","Salta","Salta","Capital"
"94","BUE120-01","Plaza Balcarce","-34.769098","-59.686758","BUE120","AR-B","1315","Suipacha","Buenos Aires","Suipacha"
"211","BUE091-01","Punto Digital","-40.785915","-63.000000","BUE091","AR-B","1286","Patagones","Buenos Aires","Patagones"
"215","CBA012-01","SUM Municipal","-32.234565","-62.884633","CBA012","AR-X","1384","Alto Alegre","Córdoba","Union"
"71","BUE075-01","OPENDOOR (Plaza)","-34.491083","-59.075778","BUE075","AR-B","1270","Luján","Buenos Aires","Lujan"
