"id","identificador","ubicacion","latitud","longitud","municipio_id","provincia_id","id_departamento","municipio","provincia","departamento"
"642","COR067-01","","0.000000","0.000000","COR067","AR-W","1413","Carolina","Corrientes","Goya"
"589","COR067-02","","-29.137028","-59.178306","COR067","AR-W","1413","Carolina","Corrientes","Goya"
"310","CHA001-01","","0.000000","0.000000","CHA001","AR-H","1346","Aviá Teraí","Chaco","Independencia"
"856","SJU017-01","","0.000000","0.000000","SJU017","AR-J","1595","Valle Fértil","San Juan","Valle Fertil"
"783","SJU017-02","","-30.634528","-67.467056","SJU017","AR-J","1595","Valle Fértil","San Juan","Valle Fertil"
"417","BUE089-01","Parque GraSM.","-35.438139","-60.878167","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"881","BUE089-02","","-35.607681","-60.917092","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"357","BUE089-03","Plaza Municipio","-35.444056","-60.884778","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"418","BUE089-04","Plaza","-35.449028","-60.897917","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"882","BUE089-05","","-35.237794","-60.824925","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"416","BUE089-06","Plaza Esc Comer","-35.450667","-60.882917","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"419","BUE089-07","Plaza España","-35.437917","-60.881611","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"883","BUE089-08","","-35.553842","-60.560544","BUE089","AR-B","1284","Nueve de Julio","Buenos Aires","Nueve de Julio"
"814","NEU023-01","","-36.753784","-70.762877","NEU023","AR-Q","1552","Manzano Amargo","Neuquén","Minas"
"330","COR030-01","","-29.176248","-56.641592","COR030","AR-W","1415","La Cruz","Corrientes","San Martin"
"1157","RNO068-01","","0.000000","0.000000","RNO068","AR-R","1572","Rincón Treneta","Río Negro","Nueve de Julio"
"839","BUE046-01","","-36.651008","-57.792496","BUE046","AR-B","1240","General Guido","Buenos Aires","General Guido"
"753","BUE046-02","PD General Guido","-36.641810","-57.793289","BUE046","AR-B","1240","General Guido","Buenos Aires","General Guido"
"1208","SFE326-01","","0.000000","0.000000","SFE326","AR-S","1689","Susana","Santa Fe","Castellanos"
"793","SLU011-01","","0.000000","0.000000","SLU011","AR-D","1601","Carolina","San Luis","Coronel Pringles"
"279","BUE131-01","Vicente Lopez - Estacion Alvarez","-34.537294","-58.476604","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"287","BUE131-02","Vicente Lopez - Alsina","-34.523379","-58.483890","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"274","BUE131-03","Vicente Lopez- Estacion Haedo","-34.534858","-58.477816","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"282","BUE131-04","Vicente Lopez - Italia II","-34.522442","-58.484410","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"290","BUE131-05","Florida","-34.538423","-58.513497","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"277","BUE131-06","Vicente Lopez - San Martin","-34.530125","-58.480228","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"285","BUE131-07","Vicente Lopez - Vergara","-34.531043","-58.479725","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"410","BUE131-08","Estacion Gral las Heras","-34.535823","-58.477345","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"280","BUE131-09","Vicente Lopez - Las Heras","-34.520089","-58.485620","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"288","BUE131-10","Vicente Lopez - Libertad","-34.528077","-58.481248","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"232","BUE131-11","Estación MalaVer- Vicente Lopez","-34.525288","-58.482847","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"275","BUE131-12","Vicente Lopez - Santa Rosa","-34.534026","-58.478260","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"283","BUE131-13","Vicente Lopez - Las Heras II","-34.520089","-58.485620","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"408","BUE131-14","Estacion Gral lavalle","-34.519205","-58.486151","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"278","BUE131-15","Vicente Lopez - Laprida","-34.537992","-58.476266","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"286","BUE131-16","Vicente Lopez - Roca","-34.533054","-58.478693","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"233","BUE131-17","Estación Yrigoyen- Vicente Lopez","-34.527202","-58.481790","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"281","BUE131-18","Vicente Lopez - Italia","-34.526132","-58.482418","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"289","BUE131-19","Vicente Lopez - Urquiza","-34.532058","-58.479170","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"276","BUE131-20","Vicente Lopez - Arenales","-34.529142","-58.480733","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"284","BUE131-21","Vicente Lopez - Maipu 455 II","-34.524307","-58.483402","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"409","BUE131-22","Estacion A. del Valle","-34.521502","-58.484888","BUE131","AR-B","1326","Vicente López","Buenos Aires","Vicente Lopez"
"235","BUE031-01","Cnel Pringles PD","-37.984453","-61.357208","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"620","BUE031-02","Municipalidad","-37.983137","-61.338150","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"484","BUE031-03","Hospital Municipal","-37.976331","-61.360979","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"621","BUE031-04","Esc N°7","-37.982788","-61.339934","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"619","BUE031-05","Municipalidad","-37.985397","-61.349953","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"1060","BUE031-06","","0.000000","0.000000","BUE031","AR-B","1225","Coronel Pringles","Buenos Aires","Coronel Pringles"
"948","BUE063-01","Punto Digital Junin","-34.569749","-60.931151","BUE063","AR-B","1257","Junín","Buenos Aires","Junin"
"47","BUE063-02","Laguna","-34.661861","-61.019583","BUE063","AR-B","1257","Junín","Buenos Aires","Junin"
"48","BUE063-03","Pza 25 de Mayo","-34.593694","-60.946306","BUE063","AR-B","1257","Junín","Buenos Aires","Junin"
"884","ERI035-01","Macia - En Escenario (Lado norte del predio)","-32.174311","-59.396249","ERI035","AR-E","1446","Maciá","Entre Ríos","Tala"
"885","ERI035-02","Macia - Galpón principal (lado sur del predio)","-32.173904","-59.396261","ERI035","AR-E","1446","Maciá","Entre Ríos","Tala"
"142","ERI035-03","Macia - En luminaria (centro-sur del predio)","-32.175201","-59.396222","ERI035","AR-E","1446","Maciá","Entre Ríos","Tala"
"143","ERI035-04","Macia - En luminaria (Centro-norte del Predio)","-32.174728","-59.396272","ERI035","AR-E","1446","Maciá","Entre Ríos","Tala"
"567","CHU005-01","Camarones VSAT","-44.795297","-65.710900","CHU005","AR-U","1370","Camarones","Chubut","Florentino Ameghino"
"869","TUC013-01","Plaza Municipio","-27.032468","-65.307074","TUC013","AR-T","1644","Bella Vista","Tucumán","Leales"
"236","BUE125-01","PD Tornquist","-38.101422","-62.224908","BUE125","AR-B","1320","Tornquist","Buenos Aires","Tornquist"
"1292","NEU053-01","","0.000000","0.000000","NEU053","AR-Q","1550","Aguada San Roque","Neuquén","Añelo"
"602","COR065-01","","-29.471753","-56.814896","COR065","AR-W","1415","Yapeyú","Corrientes","San Martin"
"1142","BUE101-01","","0.000000","0.000000","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"1143","BUE101-02","","0.000000","0.000000","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"1144","BUE101-03","","0.000000","0.000000","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"85","BUE101-04","Plaza","-34.770216","-58.321618","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"86","BUE101-05","Punto Digital","-34.770216","-58.321618","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"84","BUE101-06","Punto Digital","-34.747949","-58.329872","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"83","BUE101-07","Estacion de Tren","-34.703624","-58.295849","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"82","BUE101-08","Parque","-34.744316","-58.261085","BUE101","AR-B","1296","Quilmes","Buenos Aires","Quilmes"
"1073","SAL010-01","","-25.103333","-65.535611","SAL010","AR-A","1667","Chicoana","Salta","Chicoana"
"550","BUE072-01","","0.000000","0.000000","BUE072","AR-B","1267","Lobería","Buenos Aires","Loberia"
"242","BUE072-02","PD Loberia","-38.156621","-58.787664","BUE072","AR-B","1267","Lobería","Buenos Aires","Loberia"
"549","BUE072-03","","0.000000","0.000000","BUE072","AR-B","1267","Lobería","Buenos Aires","Loberia"
"874","CAB000-01","Food Trucks Puerto BSAS","-34.593885","-58.369249","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"250","CAB000-02","Accion Catolica","-34.608631","-58.375373","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"877","CAB000-03","Terminal de Cruceros 2","-34.583531","-58.369242","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"872","CAB000-04","Cuartino Puerto","-34.591963","-58.370257","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"875","CAB000-05","Cen.Ca.Por","-34.590891","-58.370417","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"251","CAB000-06","Floresta PD","-34.636508","-58.486977","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"878","CAB000-07","Terminal de Cruceros 3","-34.583531","-58.369242","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"873","CAB000-08","Empalme Norte","-34.583945","-58.368481","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"249","CAB000-09","Ex Esma","-34.538301","-58.463309","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"876","CAB000-10","Terminal de Cruceros","-34.583531","-58.369242","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"871","CAB000-11","Dir.Puertos","-34.597774","-58.367024","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"879","CAB000-12","Terminal de Cruceros 4","-34.583531","-58.369242","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"79","CAB000-13","Devoto Casa del Futuro","-34.603589","-58.508086","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"80","CAB000-14","Casa de la Cultura","-34.651566","-58.397503","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"78","CAB000-15","Piletones II","-34.659944","-58.452694","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"77","CAB000-16","Piletones I","-34.659972","-58.452694","CAB000","AR-C","","Ciudad Autónoma de Buenos Aires","Ciudad Autónoma de Buenos Aires",""
"1231","CBA155-01","","0.000000","0.000000","CBA155","AR-X","1386","Isla Verde","Córdoba","Marcos Juarez"
"579","LAP065-01","SENASA Santa Rosa","-37.000000","-64.000000","LAP065","AR-L","1480","Santa Rosa","La Pampa","Capital"
"360","LAP065-02","Santa Rosa - Plaza San Martin","-36.620590","-64.290393","LAP065","AR-L","1480","Santa Rosa","La Pampa","Capital"
"1218","TUC015-01","","0.000000","0.000000","TUC015","AR-T","1651","Burruyacú","Tucumán","Burruyacu"
"1023","COR020-01","","0.000000","0.000000","COR020","AR-W","1425","Gobernador Agrónomo Valentín Virasoro","Corrientes","Santo Tome"
"238","BUE111-01","PD San Andres de Giles","-34.442227","-59.438710","BUE111","AR-B","1306","San Andrés de Giles","Buenos Aires","San Andres de Giles"
"1245","FOR019-01","","0.000000","0.000000","FOR019","AR-P","1458","Laguna Yema","Formosa","Bermejo"
"298","COR007-01","Punto Digital","-28.536325","-57.172278","COR007","AR-W","1415","Colonia Carlos Pellegrini","Corrientes","San Martin"
"585","COR007-02","Municipalidad","-28.536325","-57.172278","COR007","AR-W","1415","Colonia Carlos Pellegrini","Corrientes","San Martin"
"586","COR007-03","","0.000000","0.000000","COR007","AR-W","1415","Colonia Carlos Pellegrini","Corrientes","San Martin"
"1316","TUC100-01","","0.000000","0.000000","TUC100","AR-T","1648","Tafí del Valle","Tucumán","Tafi del Valle"
"1317","TUC100-02","","0.000000","0.000000","TUC100","AR-T","1648","Tafí del Valle","Tucumán","Tafi del Valle"
"208","TUC100-03","Plaza Gdor Critto","-26.852627","-65.710831","TUC100","AR-T","1648","Tafí del Valle","Tucumán","Tafi del Valle"
"909","RNO042-01","","-41.466509","-65.966701","RNO042","AR-R","1566","Arroyo los Berros","Río Negro","Valcheta"
"946","BUE032-01","PD Huanguelen","-37.062466","-61.938720","BUE032","AR-B","1226","Coronel Suárez","Buenos Aires","Coronel Suarez"
"729","SAL043-01","Rio Piedra Municipalidad","-25.314333","-64.910361","SAL043","AR-A","1670","Río Piedras","Salta","Metan"
"263","SFE255-01","PD Rafaela","-32.820434","-61.393788","SFE255","AR-S","1689","Rafaela","Santa Fe","Castellanos"
"1074","CAT017-01","","-27.949306","-65.867028","CAT017","AR-K","1336","Los Varela","Catamarca","Ambato"
"572","TDF003-01","Ushuaia - Puerto / muelle columna 2","-54.808714","-68.304145","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"575","TDF003-02","Puerto Almanza VSAT Arsat","-54.869533","-67.562734","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"570","TDF003-03","Ushuaia - Puerto / Sector Quiebre in","-54.808712","-68.304143","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"573","TDF003-04","Ushuaia - Puerto / muelle columna 5","-54.808714","-68.304145","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"914","TDF003-05","Punto Digital Ushuaia","-54.822721","-68.350744","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"565","TDF003-06","Direccion Provincial puertos","-54.808713","-68.304144","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"571","TDF003-07","Ushuaia - Puerto / Sector Quiebre out","-54.808713","-68.304144","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"574","TDF003-08","Ushuaia - Puerto / muelle columna 4","-54.808714","-68.304145","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"568","TDF003-09","Ushuaia - Puerto / Sector Catamaranes","-54.808713","-68.304144","TDF003","AR-V","1642","Ushuaia","Tierra del Fuego","Ushuaia"
"782","SJU006-01","","-30.209702","-69.131726","SJU006","AR-J","1584","Iglesia","San Juan","Iglesia"
"1098","BUE016-01","","0.000000","0.000000","BUE016","AR-B","1210","Bragado","Buenos Aires","Bragado"
"1064","BUE016-02","","-34.800840","-60.661514","BUE016","AR-B","1210","Bragado","Buenos Aires","Bragado"
"27","BUE016-03","Pza Eva Peron","-35.119639","-60.479278","BUE016","AR-B","1210","Bragado","Buenos Aires","Bragado"
"28","BUE016-04","Pza San Martin","-35.112694","-60.489306","BUE016","AR-B","1210","Bragado","Buenos Aires","Bragado"
"707","MZA001-01","","-35.168533","-66.497917","MZA001","AR-M","1515","General Alvear","Mendoza","General Alvear"
"1281","CBA206-01","","0.000000","0.000000","CBA206","AR-X","1402","Las Palmas","Córdoba","Pocho"
"634","BUE088-01","Costa Bonita","-38.561178","-58.628331","BUE088","AR-B","1283","Necochea","Buenos Aires","Necochea"
"698","BUE088-02","","-38.459861","-58.761311","BUE088","AR-B","1283","Necochea","Buenos Aires","Necochea"
"1090","SFE108-01","","-31.059175","-60.744975","SFE108","AR-S","1694","Emilia","Santa Fe","La Capital"
"504","BUE133-01","Villarino","-38.829338","-62.693699","BUE133","AR-B","1328","Villarino","Buenos Aires","Villarino"
"244","BUE133-02","PD Villarino","-39.034971","-62.638403","BUE133","AR-B","1328","Villarino","Buenos Aires","Villarino"
"1354","CHA026-01","Punto Digital Vedia - Fundación","-26.903870","-58.631207","CHA026","AR-H","1360","General Vedia","Chaco","Bermejo"
"1229","COR026-01","","0.000000","0.000000","COR026","AR-W","1427","Itatí","Corrientes","Itati"
"1012","JUJ013-01","Central Telefonica 2","-23.033535","-66.400008","JUJ013","AR-Y","1465","Coranzuli","Jujuy","Susques"
"1013","JUJ013-02","Punto Digital","-23.033535","-66.400008","JUJ013","AR-Y","1465","Coranzuli","Jujuy","Susques"
"535","JUJ013-03","Central Telefonica 1","-23.033535","-66.400008","JUJ013","AR-Y","1465","Coranzuli","Jujuy","Susques"
"1015","JUJ002-01","Alfarcito","-23.319888","-65.971871","JUJ002","AR-Y","1459","Abra Pampa","Jujuy","Cochinoca"
"1319","JUJ002-02","","0.000000","0.000000","JUJ002","AR-Y","1459","Abra Pampa","Jujuy","Cochinoca"
"543","JUJ002-03","Rachaite-Escuela","-22.829737","-66.061072","JUJ002","AR-Y","1459","Abra Pampa","Jujuy","Cochinoca"
"1320","JUJ002-04","","0.000000","0.000000","JUJ002","AR-Y","1459","Abra Pampa","Jujuy","Cochinoca"
"317","MIS047-01","","0.000000","0.000000","MIS047","AR-N","1544","Puerto Libertad","Misiones","Iguazu"
"507","BUE130-01","Corsodromo","-35.435500","-60.156528","BUE130","AR-B","1325","Veinticinco de Mayo","Buenos Aires","Veinticinco de Mayo"
"641","BUE068-01","Plaza Pedro Pereyra","-37.544361","-60.800944","BUE068","AR-B","1262","Laprida","Buenos Aires","Laprida"
"1033","BUE068-02","Plaza Bicentenario","-37.540829","-60.806200","BUE068","AR-B","1262","Laprida","Buenos Aires","Laprida"
"957","MIS053-01","Punto Digital","-26.386112","-54.465909","MIS053","AR-N","1542","Nueve de Julio","Misiones","Eldorado"
"322","MIS023-01","Colonia Wanda - Polideportivo Municipal","-25.972583","-54.562444","MIS023","AR-N","1544","Colonia Wanda","Misiones","Iguazu"
"1123","CBA296-01","","0.000000","0.000000","CBA296","AR-X","1395","Quilino","Córdoba","Ischilin"
"1241","SCR007-01","","0.000000","0.000000","SCR007","AR-Z","1611","Perito Moreno","Santa Cruz","Lago Buenos Aires"
"1240","SCR007-02","","0.000000","0.000000","SCR007","AR-Z","1611","Perito Moreno","Santa Cruz","Lago Buenos Aires"
"1053","SFE160-01","","0.000000","0.000000","SFE160","AR-S","1689","Josefina","Santa Fe","Castellanos"
"611","CBA233-01","","-31.407300","-65.046167","CBA233","AR-X","1402","Los Talares","Córdoba","Pocho"
"1313","CBA233-02","","0.000000","0.000000","CBA233","AR-X","1402","Los Talares","Córdoba","Pocho"
"916","SFE203-01","Punto Digital","-32.781098","-60.906851","SFE203","AR-S","1687","Luis Palacios","Santa Fe","San Lorenzo"
"198","SFE203-02","Plaza Ferrocarril","-32.782851","-60.905379","SFE203","AR-S","1687","Luis Palacios","Santa Fe","San Lorenzo"
"659","CHU004-01","salon de usos multiples","-45.077583","-69.460972","CHU004","AR-U","1369","Buen Pasto","Chubut","Sarmiento"
"1141","CHU004-02","","0.000000","0.000000","CHU004","AR-U","1369","Buen Pasto","Chubut","Sarmiento"
"1117","JUJ041-01","","0.000000","0.000000","JUJ041","AR-Y","1470","Rinconada","Jujuy","Rinconada"
"655","SJU003-01","Villa Nueva- Escuela Alvarez Condarco","-31.000000","-70.000000","SJU003","AR-J","1581","Calingasta","San Juan","Calingasta"
"268","SJU003-02","PD Calingasta","-31.339258","-69.426629","SJU003","AR-J","1581","Calingasta","San Juan","Calingasta"
"356","LAP007-01","Municipalidad","-37.000000","-64.000000","LAP007","AR-L","1480","Anguil","La Pampa","Capital"
"674","MZA013-01","Pareditas","-34.000000","-69.000000","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"792","MZA013-02","San Carlos(Rio Tunuyan)","-33.717179","-69.153724","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"731","MZA013-03","San Carlos (La Consulta)","-33.733960","-69.119956","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"931","MZA013-04","Punto Digital","-33.773696","-69.048596","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"576","MZA013-05","San Carlos (Pza Salud)","-33.776855","-69.041806","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"732","MZA013-06","San Carlos (Pza San Carlos)","-33.772160","-69.040690","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"1011","MZA013-07","Pasaje Rural 3 Esquinas","-33.837221","-69.067026","MZA013","AR-M","1527","San Carlos","Mendoza","San Carlos"
"1219","CBA014-01","","0.000000","0.000000","CBA014","AR-X","1387","Altos de Chipion","Córdoba","San Justo"
"899","BUE083-01","Escuela N°12","-35.543490","-58.667660","BUE083","AR-B","1278","Monte","Buenos Aires","Monte"
"900","BUE083-02","Escuela N°7","-35.397660","-58.811580","BUE083","AR-B","1278","Monte","Buenos Aires","Monte"
"901","BUE083-03","Escuela N°2","-35.694910","-58.704080","BUE083","AR-B","1278","Monte","Buenos Aires","Monte"
"340","MIS060-01","","0.000000","0.000000","MIS060","AR-N","1540","Puerto Leoni","Misiones","Libertador General San Martin"
"691","CBA357-01","","0.000000","0.000000","CBA357","AR-X","1393","Silvio Pellico","Córdoba","General San Martin"
"485","SFE015-01","Plaza Municipio","-33.000000","-62.000000","SFE015","AR-S","1692","Armstrong","Santa Fe","Belgrano"
"653","BUE067-01","FPIII","-34.715680","-58.417440","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"951","BUE067-02","Punto Digital Remedios de Escalada","-34.715637","-58.417224","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"246","BUE067-03","Fundacion Pupi","-34.715680","-58.417448","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"949","BUE067-04","Punto digital","-34.715458","-58.370417","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"652","BUE067-05","FPII","-34.715680","-58.417461","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"950","BUE067-06","NIDO Lanus","-34.729264","-58.350367","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"52","BUE067-07","Cancha de Fútbol Barrial","-34.722333","-58.387694","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"54","BUE067-08","Plaza Tacuari","-34.696416","-58.370417","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"55","BUE067-09","Plaza Las Colinas","-34.723590","-58.368520","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"51","BUE067-10","Punto Digital","-34.715192","-58.387366","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"53","BUE067-11","Pza.Sarmiento","-34.713139","-58.382444","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"56","BUE067-12","Plaza San Martin","-34.689929","-58.370417","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"57","BUE067-13","Pza.La Torre","-34.722250","-58.387771","BUE067","AR-B","1261","Lanús","Buenos Aires","Lanus"
"1169","SFE227-01","","0.000000","0.000000","SFE227","AR-S","1694","Nelson","Santa Fe","La Capital"
"1170","SFE227-02","","0.000000","0.000000","SFE227","AR-S","1694","Nelson","Santa Fe","La Capital"
"1171","SFE227-03","","0.000000","0.000000","SFE227","AR-S","1694","Nelson","Santa Fe","La Capital"
"534","BUE045-01","Plaza Manuel Belgrano","-35.765778","-58.497333","BUE045","AR-B","1239","General Belgrano","Buenos Aires","General Belgrano"
"947","BUE045-02","PD General Belgrano","-35.768484","-58.495901","BUE045","AR-B","1239","General Belgrano","Buenos Aires","General Belgrano"
"1065","BUE045-03","","-35.770085","-58.496426","BUE045","AR-B","1239","General Belgrano","Buenos Aires","General Belgrano"
"776","CBA398-01","","0.000000","0.000000","CBA398","AR-X","1400","Villa del Totoral","Córdoba","Totoral"
"1202","SFE360-01","","0.000000","0.000000","SFE360","AR-S","1684","Zavalla","Santa Fe","Rosario"
"1260","CHU022-01","","0.000000","0.000000","CHU022","AR-U","1376","Gastre","Chubut","Gastre"
"1263","CHU022-02","","0.000000","0.000000","CHU022","AR-U","1376","Gastre","Chubut","Gastre"
"665","CHU022-03","Municipalidad","-42.262611","-69.221972","CHU022","AR-U","1376","Gastre","Chubut","Gastre"
"1264","CHU022-04","","0.000000","0.000000","CHU022","AR-U","1376","Gastre","Chubut","Gastre"
"393","ERI041-01","","-33.740027","-59.160802","ERI041","AR-E","1438","Puerto Ibicuy","Entre Ríos","Islas del Ibicuy"
"1358","BUE057-01","","-35.036810","-63.018130","BUE057","AR-B","1251","General Villegas","Buenos Aires","General Villegas"
"726","LRJ011-01","Municipalidad","-31.000000","-66.000000","LRJ011","AR-F","1507","General Ocampo","La Rioja","General Ortiz de Ocampo"
"862","LRJ001-01","","-28.368085","-66.600785","LRJ001","AR-F","1497","Arauco","La Rioja","Arauco"
"706","MZA016-01","Santa Rosa-Las Catitas - Delegación Municipal","-33.000000","-68.000000","MZA016","AR-M","1530","Santa Rosa","Mendoza","Santa Rosa"
"386","MZA016-02","ESCUELA EL MARCADO   vsat Arsat","-33.109987","-68.189632","MZA016","AR-M","1530","Santa Rosa","Mendoza","Santa Rosa"
"688","MZA016-03","C.I.C","-33.000000","-68.000000","MZA016","AR-M","1530","Santa Rosa","Mendoza","Santa Rosa"
"1124","CBA171-01","","0.000000","0.000000","CBA171","AR-X","1396","La Falda","Córdoba","Punilla"
"1182","CBA171-02","","0.000000","0.000000","CBA171","AR-X","1396","La Falda","Córdoba","Punilla"
"1183","CBA171-03","","0.000000","0.000000","CBA171","AR-X","1396","La Falda","Córdoba","Punilla"
"493","BUE124-01","General Conesa Pza San Martin","-36.519639","-57.324361","BUE124","AR-B","1319","Tordillo","Buenos Aires","Tordillo"
"905","NEU012-01","","-37.440534","-70.644644","NEU012","AR-Q","1555","El Cholar","Neuquén","Ñorquin"
"811","CBA381-01","","0.000000","0.000000","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
"254","CBA381-02","PD Villa allende","-31.291627","-64.292242","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
"127","CBA381-03","Polideportivo","-31.290480","-64.293068","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
"126","CBA381-04","Villa Allende - Plaza M. Belgrano","-31.293929","-64.297434","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
"128","CBA381-05","Casa de la cultura","-31.291804","-64.292897","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
"125","CBA381-06","Villa Allende - Municipalidad","-31.296782","-64.293247","CBA381","AR-X","1383","Villa Allende","Córdoba","Colon"
