"id","start_date","lat","lon","l3","rooms","surface_total","surface_covered","price","currency","property_type","operation_type"
"7fCVR+K6qkdxFmr5ldMxfA==","2019-04-18",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,265000,"USD","Departamento","Venta"
"UYkW8QU0Qvb6J4b8QMNa5A==","2019-04-18",-34.5897741,-58.3826232,"Recoleta",4,100,90,320000,"USD","Departamento","Venta"
"4pXEaZPgmmxiUBLkVQ9qXg==","2019-04-18",-34.59230764,-58.39087486,"Recoleta",4,97,95,340000,"USD","Departamento","Venta"
"Sy1aR0xaWF7FtrNQgxIbsA==","2019-04-18",-34.5862981,-58.3945447,"Recoleta",5,190,181,590000,"USD","Departamento","Venta"
"LATkQFT758vPusoBg832/Q==","2019-04-18",-34.5865689,-58.3880104,"Recoleta",6,155,122,425000,"USD","Departamento","Venta"
"r6gFOkRKiqfyYxwg9yMTjg==","2019-04-18",-34.5915222,-58.3861339,"Recoleta",7,282,267,865000,"USD","Departamento","Venta"
"HfXyArShiMbterqMG8FZrg==","2019-05-14",-34.566345,-58.43658,"Las Cañitas",NA,32,32,115000,"USD","Departamento","Venta"
"WpboZehCYY34ufKFAY0sqg==","2019-05-14",-34.63539505,-58.43872833,"Parque Chacabuco",1,40,40,100000,"USD","Departamento","Venta"
"urciS8jmasjsip7TMTWaJA==","2019-05-14",-34.59846115,-58.38805771,"Recoleta",2,60,60,210000,"USD","Departamento","Venta"
"PbzgxjUzSyGUx9t0TRehNA==","2019-05-14",-34.68619156,-58.46284103,"Villa Lugano",2,52,52,60000,"USD","Departamento","Venta"
"kcrnTlxly7A4VCaP8qZt3g==","2019-05-14",-34.5943437,-58.3872378,"Recoleta",3,132,117,425000,"USD","Departamento","Venta"
"Kituyti/GFbODi9R0SO4/A==","2019-05-14",-34.602058,-58.405043,"Recoleta",3,69,61,206910,"USD","Departamento","Venta"
"ungZfiEOIboI3CtOhOwm5Q==","2019-05-14",-34.5955069,-58.3898937,"Recoleta",3,58,58,210000,"USD","Departamento","Venta"
"8jSU1cBGxO4DnLuReIwWmw==","2019-05-14",-34.602058,-58.405043,"Recoleta",3,76,62,229178,"USD","Departamento","Venta"
"oGkuDq3a38SBJgEtZ+Iyjg==","2019-05-14",-34.5971144,-58.3861726,"Recoleta",3,80,80,254000,"USD","Departamento","Venta"
"8MIDp9/axORlJYnPoW6/pA==","2019-05-14",-34.5886395,-58.390074,"Recoleta",4,115,105,380000,"USD","Departamento","Venta"
"c4EA24ZwAUdK7oRNM3fmcw==","2019-05-14",-34.5947094,-58.3842377,"Recoleta",4,137,130,460000,"USD","Departamento","Venta"
"oQfq8bYHLnCvELUxAPccLA==","2019-05-14",-34.602058,-58.405043,"Recoleta",4,182,158,546123,"USD","Departamento","Venta"
"QOvbFQk009ngz01n1t1CFA==","2019-05-14",-34.602058,-58.405043,"Recoleta",4,152,134,458395,"USD","Departamento","Venta"
"BZu4BKo9hSaXz4sEOX7EoA==","2019-05-14",-34.5868098,-58.385873,"Recoleta",4,108,108,395000,"USD","Departamento","Venta"
"ECjDpUU7lFrknoz54hSUeA==","2019-05-14",-34.6338441,-58.4397268,"Parque Chacabuco",4,93,75,178000,"USD","Departamento","Venta"
"cZkBRFupB7v/w+kI5tOIww==","2019-05-14",-34.5887999949,-58.3868239,"Recoleta",6,280,280,980000,"USD","Departamento","Venta"
"H/55OBXfWrU6qwmahutqVA==","2019-03-30",-34.690098,-58.479183,"Villa Lugano",3,60,60,73000,"USD","Departamento","Venta"
"0Fpk8tdCbWvft/kLXPNaCA==","2019-03-30",-34.5928196423,-58.3895644124,"Recoleta",NA,153,141,445000,"USD","Departamento","Venta"
"MaTS1M4QFIlUo8A5l2fRJg==","2019-03-30",-34.6360167,-58.4298223,"Parque Chacabuco",NA,71,43,110000,"USD","Departamento","Venta"
"XIGqsRfVBZVEH96MtM8+Fw==","2019-05-06",-34.589347,-58.402038,"Recoleta",2,43,38,140000,"USD","Departamento","Venta"
"U6SOtyStkiz8AB9ItThUZA==","2019-05-06",-34.665936,-58.471784,"Villa Lugano",2,44,37,52900,"USD","Departamento","Venta"
"dUJsx14h79nglBRaFmGi3Q==","2019-05-06",-34.567024118,-58.4354299366,"Las Cañitas",5,124,113,395000,"USD","Departamento","Venta"
"Ej7Gb5x2N3dG/QGqlHMW5Q==","2019-05-06",-34.5856933,-58.3940062,"Recoleta",4,211,203,680000,"USD","Departamento","Venta"
"OBKNZJ1hzpLVEArl7hq4tg==","2019-01-27",-34.586709,-58.4006018,"Recoleta",1,24,24,80000,"USD","Departamento","Venta"
"jhgVa+l+YtPgqwTadVPgNw==","2019-01-27",-34.6376148,-58.4407339,"Parque Chacabuco",2,55,55,135000,"USD","Departamento","Venta"
"5i4LeGiPT4Y3fjYRC80nlQ==","2019-01-27",-34.6639933,-58.4710261,"Villa Lugano",3,60,60,80000,"USD","Departamento","Venta"
"4F4ZQQu4UVL9t7gP6E/zdA==","2019-01-27",-34.6359102,-58.4373115,"Parque Chacabuco",3,60,60,137000,"USD","Departamento","Venta"
"RHsdtolVLA3TU3cY9bVKBA==","2019-01-27",-34.5946016,-58.3955195,"Recoleta",4,109,100,360000,"USD","Departamento","Venta"
"hib+ggr6FDpQ9shqhNoqyA==","2019-01-27",-34.586731,-58.407085,"Recoleta",4,122,114,379000,"USD","Departamento","Venta"
"DAWSHgznE2SC6pJsqj7tuA==","2019-01-27",-34.589977,-58.409754,"Recoleta",4,126,122,385000,"USD","Departamento","Venta"
"9NpnjCVNLBMY9yVUB0A2IQ==","2019-06-15",-34.5972206,-58.3881508,"Recoleta",NA,37,33,119000,"USD","Departamento","Venta"
"aju3fmQFt8eNLbx14aMODw==","2019-06-15",-34.5970358,-58.3917751,"Recoleta",5,100,93,350000,"USD","Departamento","Venta"
"J7Lrj53tRsxZ/vxE8HSA5A==","2019-06-15",-34.5973199263,-58.3953796455,"Recoleta",1,20,20,75000,"USD","Departamento","Venta"
"paEdlK77bI31Qbo7zuqqIA==","2019-06-15",-34.5872524025,-58.3959829034,"Recoleta",2,69,69,220000,"USD","Departamento","Venta"
"tEj/2AEldFTt3zrBP5lvOw==","2019-06-15",-34.5876148,-58.3874185,"Recoleta",2,60,60,202000,"USD","Departamento","Venta"
"FRO6aw9FskadHkWpncaSlA==","2019-06-15",-34.5930463,-58.3929235,"Recoleta",3,114,108,350000,"USD","Departamento","Venta"
"Zlu3lCqrgdTaMOiZV5G4BQ==","2019-06-15",-34.5854062,-58.4002431,"Recoleta",3,78,71,240000,"USD","Departamento","Venta"
"3c5VACJiXqi2MDCZg61X0g==","2019-06-15",-34.5676588363,-58.4352649726,"Las Cañitas",3,70,66,242000,"USD","Departamento","Venta"
"3dPBAeNnWhyMbYR7qcFodw==","2019-06-15",-34.6362566842,-58.4434751762,"Parque Chacabuco",3,55,55,140000,"USD","Departamento","Venta"
"76nSwNmDVzw0ovORKP5dQw==","2019-06-15",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,255000,"USD","Departamento","Venta"
"zJ9KcxSbX+TDGZFpjfnRzA==","2019-06-15",-34.5690267,-58.4461478,"Las Cañitas",4,143,124,470000,"USD","Departamento","Venta"
"pgAI4+tCAjt9MiREa7KDmg==","2019-06-15",-34.5907401,-58.3935654,"Recoleta",5,212,205,650000,"USD","Departamento","Venta"
"gOJYylENNrp4W1ZSfkRRGw==","2019-04-24",-34.570112,-58.432383,"Las Cañitas",2,57,50,171000,"USD","Departamento","Venta"
"/yLP8t2tvFOJDDnAE4yP3Q==","2019-04-24",-34.5969938,-58.385583,"Recoleta",3,95,86,275000,"USD","Departamento","Venta"
"tcer1gko7hWlkRXczXxSnQ==","2019-04-24",-34.5934897549,-58.3957609587,"Recoleta",3,75,72,239000,"USD","Departamento","Venta"
"82anvB0TNe688EOUWgsYhA==","2019-04-24",-34.5874793,-58.3874359,"Recoleta",3,83,79,270000,"USD","Departamento","Venta"
"nwMV8FDWlmPHk8g88FNlJw==","2019-04-24",-34.5926397,-58.3950119,"Recoleta",3,80,75,280000,"USD","Departamento","Venta"
"ITEHhVqB8s3OgEwx0mCaYw==","2019-04-24",-34.5952225,-58.3944276,"Recoleta",3,195,107,385000,"USD","Departamento","Venta"
"CVT6PQJ5IQ8N4Ngd2fUQsg==","2019-04-24",-34.5679891,-58.4339848,"Las Cañitas",3,59,51,185000,"USD","Departamento","Venta"
"D5k4gHykXvpsp/T9WXJI7g==","2019-04-24",-34.5915903,-58.3859463,"Recoleta",4,170,170,617000,"USD","Departamento","Venta"
"5szZ2grhJx0Uwq3iy6ML8Q==","2019-04-24",-34.5708431,-58.4330643,"Las Cañitas",4,178,160,590000,"USD","Departamento","Venta"
"nicmQ3HYrWj3RobTy/aRYg==","2019-04-24",-34.56909,-58.4315462,"Las Cañitas",4,195,195,795000,"USD","Departamento","Venta"
"3OaWz5EfFfaOHoReUNpL0A==","2019-04-24",-34.5955012,-58.3844207,"Recoleta",5,178,178,670000,"USD","Departamento","Venta"
"ULeikStAIHRiyK1HQXE63g==","2019-04-24",-34.5942946,-58.3885201,"Recoleta",7,211,196,650000,"USD","Departamento","Venta"
"Bl/idkQuAWXUlGPgJ4LuEA==","2019-01-18",-34.5914256,-58.396611,"Recoleta",2,33,33,108000,"USD","Departamento","Venta"
"Mf3A9gVG/uNKpNOpFso67g==","2019-01-18",-34.5915415,-58.4119922,"Recoleta",2,90,55,175000,"USD","Departamento","Venta"
"TtYyp9WSWsZIpHbOBsez7Q==","2019-01-18",-34.59684753,-58.40949249,"Recoleta",NA,26,25,88000,"USD","Departamento","Venta"
"PZw9MSMnRcV62bDhGwxdPA==","2019-01-18",-34.642678,-58.438412,"Parque Chacabuco",1,38,32,80660,"USD","Departamento","Venta"
"1a1SvHSs3ZoL65s3YpQ+ew==","2019-01-18",-34.642678,-58.438412,"Parque Chacabuco",1,63,42,103175,"USD","Departamento","Venta"
"k/0x9Yx+nVdBBLStSC5XIA==","2019-01-18",-34.642678,-58.438412,"Parque Chacabuco",1,37,32,78215,"USD","Departamento","Venta"
"mdw1j7shH8d7S2vzbLMveA==","2019-01-18",-34.59153,-58.39184,"Recoleta",2,73,70,260000,"USD","Departamento","Venta"
"45RwRZAlCyvdkSMzEsf18g==","2019-01-18",-34.59314,-58.397745,"Recoleta",2,36,36,127000,"USD","Departamento","Venta"
"rKKQm7INYC/RSb/feGhU7w==","2019-01-18",-34.596051,-58.389997,"Recoleta",2,89,89,328900,"USD","Departamento","Venta"
"3T9JmvOW85CeKcAp4OIRhA==","2019-01-18",-34.600905,-58.396343,"Recoleta",1,32,32,105999,"USD","Departamento","Venta"
"x/cwBKKzwlWiefgHjzzpnQ==","2019-01-18",-34.642678,-58.438412,"Parque Chacabuco",1,58,52,119260,"USD","Departamento","Venta"
"WrOOOMNTfkHRhIs2AgpZJw==","2019-01-18",-34.595307,-58.404309,"Recoleta",3,80,80,253000,"USD","Departamento","Venta"
"5EXxdaEzD8f0HYSffXvzEw==","2019-01-18",-34.5895459,-58.3973636,"Recoleta",3,69,62,210000,"USD","Departamento","Venta"
"zrbvfyLa98cYxbUQHp5SuQ==","2019-01-18",-34.5915903,-58.3859463,"Recoleta",4,157,146,520000,"USD","Departamento","Venta"
"rxO5O0OvCptrHth4o+mU0Q==","2019-01-18",-34.583611,-58.403672,"Recoleta",3,119,108,345000,"USD","Departamento","Venta"
"IhGR7o5xXDHdKGd7WNXnHA==","2019-05-22",-34.5959108,-58.3947312,"Recoleta",5,275,275,975000,"USD","Departamento","Venta"
"cATbh5Srs+ZyIBCCfBrWaw==","2019-05-22",-34.5963887,-58.4083794,"Recoleta",3,67,57,190000,"USD","Departamento","Venta"
"cGHlcTaZoYmUsHiIwD7XMQ==","2019-05-22",-34.5902596876,-58.3876788527,"Recoleta",6,182,174,550000,"USD","Departamento","Venta"
"xDGls44B/jZYSIJt26AKbQ==","2019-05-22",-34.5983621,-58.396506,"Recoleta",1,46,46,160600,"USD","Departamento","Venta"
"Cv5NwTzCcTVFzs/KMjYisw==","2019-05-22",-34.5869015198,-58.4012169921,"Recoleta",2,42,40,145000,"USD","Departamento","Venta"
"6osWJAJzz9eR15pF4Qhnbg==","2019-05-22",-34.5890429864,-58.3916555059,"Recoleta",1,23,23,85000,"USD","Departamento","Venta"
"pLXC1xCrKAvGQUNXnoTvdw==","2019-05-22",-34.586473,-58.3955586,"Recoleta",3,95,89,330000,"USD","Departamento","Venta"
"0avy0KG0nWm0j9wo8b9ssA==","2019-05-22",-34.5885193,-58.3903276,"Recoleta",3,87,87,315000,"USD","Departamento","Venta"
"+sFnwdGsr7NnIwMk1d+spA==","2019-05-22",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,255000,"USD","Departamento","Venta"
"psuyusriP4hMyqzo9dgdqw==","2019-05-22",-34.5676334497,-58.4302488858,"Las Cañitas",5,233,233,795000,"USD","Departamento","Venta"
"idWYXFchAxJKlcJCUXA0dw==","2019-01-26",-34.5918349573,-58.4031676,"Recoleta",5,168,133,489000,"USD","Departamento","Venta"
"kTycrH8wdi2bmDyiOj6SvQ==","2019-01-26",-34.5960354321,-58.4088943841,"Recoleta",3,70,60,192000,"USD","Departamento","Venta"
"IxpCaq8F0Zaf8oGTf7WlGg==","2019-04-03",-34.5929897,-58.3850387,"Recoleta",6,139,133,433000,"USD","Departamento","Venta"
"dfn/rq54eLY5OBXjmolsNQ==","2019-04-03",-34.6359102,-58.4373115,"Parque Chacabuco",3,62,53,122000,"USD","Departamento","Venta"
"ERwt1iOlOfNTCMk2MrUoWw==","2019-04-03",-34.6355079666,-58.4397104989,"Parque Chacabuco",2,40,40,100000,"USD","Departamento","Venta"
"mxBGfi95dcQqGQEZXI0wuQ==","2019-04-03",-34.5656014357,-58.4334675366,"Las Cañitas",2,40,40,170000,"USD","Departamento","Venta"
"mV8i1RF/u9dmJTKAyIxuYg==","2019-04-03",-34.6861121,-58.4668195,"Villa Lugano",3,50,50,55000,"USD","Departamento","Venta"
"J6xzEE9IFUsxt9C2VMrx6Q==","2019-04-03",-34.5919967,-58.3975651,"Recoleta",4,79,79,260000,"USD","Departamento","Venta"
"UmAaL3OotBDqo3dctX2gsQ==","2019-04-03",-34.5919967,-58.3975651,"Recoleta",4,79,79,260000,"USD","Departamento","Venta"
"4O9J/W025xOWpqQ0WCzMxg==","2019-04-03",-34.5863131763,-58.3954538672,"Recoleta",5,270,240,800000,"USD","Departamento","Venta"
"0PZdXpcB4UL9o/KjWdkcCw==","2019-01-10",-34.5898062,-58.3903646,"Recoleta",4,170,145,460000,"USD","Departamento","Venta"
"qXksPYNGkghFtNE6yXQPEw==","2019-01-10",-34.5964343,-58.4115511,"Recoleta",1,35,35,130000,"USD","Departamento","Venta"
"WA5U5jxVEJDU+4M+U4taug==","2019-01-10",-34.5863229,-58.3872382,"Recoleta",2,38,38,127000,"USD","Departamento","Venta"
"DkVMjWcChDGaujcnm58m/w==","2019-01-10",-34.5934918,-58.3955552,"Recoleta",2,74,70,259000,"USD","Departamento","Venta"
"+6tolWXKdZa4j08pJHvoqg==","2019-01-10",-34.58848,-58.4057,"Recoleta",2,34,34,108000,"USD","Departamento","Venta"
"38NDIIxP8/rZIHP5FE95fw==","2019-01-10",-34.5904543,-58.3908123,"Recoleta",3,107,99,350000,"USD","Departamento","Venta"
"b1/+gfdKROL37UiAa01ESw==","2019-01-10",-34.5976023,-58.4023691,"Recoleta",3,46,45,142000,"USD","Departamento","Venta"
"kRBlwk5/B77dvKS74rV7dw==","2019-01-10",-34.5892766,-58.3833805,"Recoleta",3,117,117,375000,"USD","Departamento","Venta"
"QAI8H2RYOyqymnVutlIcng==","2019-01-10",-34.5941111,-58.3776172,"Recoleta",3,54,54,190000,"USD","Departamento","Venta"
"6EczRcVgHkQfEeL05wQYCw==","2019-01-10",-34.5893449,-58.4082576,"Recoleta",3,80,76,249000,"USD","Departamento","Venta"
"+nRcGbVqf3/jSuwtJHXhyA==","2019-01-10",-34.5669896,-58.431855,"Las Cañitas",3,94,75,295000,"USD","Departamento","Venta"
"Ydt710G3F6YFOOGGJ8g9qw==","2019-01-10",-34.5920219,-58.3886577,"Recoleta",4,129,114,410000,"USD","Departamento","Venta"
"jIKuGbhRP4JkK765K+KhwQ==","2019-02-12",-34.59420395,-58.40615463,"Recoleta",3,95,91,340000,"USD","Departamento","Venta"
"z+yabplwsioHjbDy661wJw==","2019-02-12",-34.5658647,-58.4387329,"Las Cañitas",3,93,74,295000,"USD","Departamento","Venta"
"HpjVqNUx5Tq/j/AFgD1YwQ==","2019-06-13",-34.5884205,-58.3902812,"Recoleta",4,130,120,430000,"USD","Departamento","Venta"
"d5YM2m0gI6G1C4534mrJZA==","2019-06-13",-34.592251,-58.3932248,"Recoleta",6,157,150,560000,"USD","Departamento","Venta"
"N6iW+bREhcxbuRtecJgYIA==","2019-06-13",-34.6845391,-58.4606855,"Villa Lugano",NA,63,60,85000,"USD","Departamento","Venta"
"NfNTs0gXNyjG4wtZOaA97A==","2019-06-13",-34.5907809,-58.3976878,"Recoleta",1,37,34,130000,"USD","Departamento","Venta"
"JZZw6bM2IEetv1ZKKosMEQ==","2019-06-13",-34.5893464758,-58.4047433307,"Recoleta",1,44,41,155000,"USD","Departamento","Venta"
"EKqVtA6K8zigsI37yNODsA==","2019-06-13",-34.5923289,-58.4103823,"Recoleta",2,52,52,185000,"USD","Departamento","Venta"
"GImy9mw8y5dRZzCDgjle9w==","2019-02-03",-34.641916,-58.438437,"Parque Chacabuco",1,42,42,93000,"USD","Departamento","Venta"
"e0uhziHv4yI1gsFIxbQRGw==","2019-02-03",-34.641916,-58.438437,"Parque Chacabuco",1,75,75,183000,"USD","Departamento","Venta"
"MbUmObLqB59veZ5+MCXPyw==","2019-02-03",-34.59188,-58.400082,"Recoleta",2,53,53,170000,"USD","Departamento","Venta"
"J7iiCIhYtbN5nR8DY8p49Q==","2019-02-03",-34.6597752,-58.4810727,"Villa Lugano",2,40,40,58500,"USD","Departamento","Venta"
"QjMwH5MXK+PfcgwAkeb+qA==","2019-02-03",-34.641916,-58.438437,"Parque Chacabuco",2,68,68,163000,"USD","Departamento","Venta"
"gsX4dUxqbpV13Q1rxg3IDg==","2019-02-03",-34.641916,-58.438437,"Parque Chacabuco",3,130,130,294000,"USD","Departamento","Venta"
"1BvnuAvn9ZHVEfmLBGECmw==","2019-04-04",-34.5919776,-58.4050384,"Recoleta",1,37,35,132000,"USD","Departamento","Venta"
"vIssDVKAxuV/OC33y/Hdlw==","2019-04-04",-34.5973184477,-58.3954258403,"Recoleta",2,38,38,136000,"USD","Departamento","Venta"
"TOHjm1A00BUpJv2Pityphw==","2019-04-04",-34.5899698544,-58.3960761397,"Recoleta",3,80,76,260000,"USD","Departamento","Venta"
"Kbf8UyKRtPHwKiNv+ItBMw==","2019-04-04",-34.5931791,-58.4004029,"Recoleta",3,77,72,245000,"USD","Departamento","Venta"
"X11Z/k5YRUJ+5bFCcUFq8w==","2019-04-04",-34.5838269,-58.4011942,"Recoleta",4,125,109,367500,"USD","Departamento","Venta"
"p8F7mqAhrfU905J9filavw==","2019-04-04",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,280000,"USD","Departamento","Venta"
"8gIGz3CAnbjGjhZFIRm7nA==","2019-04-04",-34.59326,-58.3901484,"Recoleta",4,141,141,445000,"USD","Departamento","Venta"
"OQ/1ztD6HBxyg5flt86f/w==","2019-04-04",-34.6673821,-58.4460874,"Villa Soldati",4,63,63,50000,"USD","Departamento","Venta"
"JFG7zLrIXwB1s00hvTjf1w==","2019-04-04",-34.5817553522,-58.4133924811,"Recoleta",5,152,137,490000,"USD","Departamento","Venta"
"XfTPkJdY5uY/VCWoAAIcgQ==","2019-04-04",-34.5890695,-58.3870289,"Recoleta",5,280,280,930000,"USD","Departamento","Venta"
"DryN/xPBw3daRnOrpFqeUg==","2019-04-26",-34.5972206,-58.3881508,"Recoleta",NA,37,33,119000,"USD","Departamento","Venta"
"KgVt3f/XSYxyZcGoMrB2Wg==","2019-04-26",-34.5937238754,-58.3979384619,"Recoleta",2,51,47,169000,"USD","Departamento","Venta"
"3hhU98uujHkf8Hrpqn73Jw==","2019-04-26",-34.5923209263,-58.4029605368,"Recoleta",2,37,35,120000,"USD","Departamento","Venta"
"Ec9qny0e9saDY2H6P8Zoog==","2019-04-26",-34.589907,-58.406848,"Recoleta",2,55,55,179900,"USD","Departamento","Venta"
"oIJKCa+RA6vKQKvO6VGX7w==","2019-04-26",-34.5947332314,-58.4039546484,"Recoleta",3,83,80,253000,"USD","Departamento","Venta"
"qUKZ2agf7pszBZ8TJs42IQ==","2019-04-26",-34.5930264,-58.3971723,"Recoleta",3,119,119,430000,"USD","Departamento","Venta"
"MgYc1CvCnE3WrIdMgdyw5w==","2019-04-26",-34.592752,-58.385584,"Recoleta",3,105,105,360000,"USD","Departamento","Venta"
"Oo+hr+NvbIfWP6sdatmFug==","2019-04-26",-34.5901616,-58.4058008,"Recoleta",4,95,95,365000,"USD","Departamento","Venta"
"VSHtWd4nhFQ02gfY6rcqSg==","2019-04-26",-34.5947332314,-58.4039546484,"Recoleta",4,83,80,253000,"USD","Departamento","Venta"
"yuERGYSpRJ3ba/03IZvrWg==","2019-04-26",-34.665531,-58.471253,"Villa Lugano",4,81,81,92500,"USD","Departamento","Venta"
"Ba2TrpJFm/c37lCSBB1+mg==","2019-04-26",-34.634263,-58.452848,"Parque Chacabuco",6,173,170,409000,"USD","Departamento","Venta"
"XDI3ct9TSmOQg8FXvY1yqQ==","2019-01-08",-34.5916137,-58.3944521,"Recoleta",1,28,28,94000,"USD","Departamento","Venta"
"iBDFaEtQgBuEMEUhZ58iAA==","2019-01-08",-34.600905,-58.396343,"Recoleta",1,32,32,107999,"USD","Departamento","Venta"
"0ZoM1BgcHkK4BCsqA7MxYw==","2019-01-08",-34.5897213,-58.3934247,"Recoleta",2,114,106,340000,"USD","Departamento","Venta"
"JA5h0+RY+rnS9nNl7t5f6g==","2019-01-08",-34.5858497,-58.3989809,"Recoleta",3,106,106,349000,"USD","Departamento","Venta"
"3LxzZ3zjioMAgAWXQ1PzBQ==","2019-01-08",-34.5862515,-58.3944302,"Recoleta",5,300,250,880000,"USD","Departamento","Venta"
"IDSixDWH0wxXtECDfNbI/g==","2019-06-14",-34.5836765585,-58.4011347859,"Recoleta",1,33,30,99000,"USD","Departamento","Venta"
"X4f+OkmDTTxDHUR9vhIn4Q==","2019-06-14",-34.6646543,-58.4701621,"Villa Lugano",3,60,60,85000,"USD","Departamento","Venta"
"FhKGoZuy3y5CyXjBxFf2fg==","2019-06-14",-34.5913525,-58.4087729,"Recoleta",5,268,246,790000,"USD","Departamento","Venta"
"b+tQXAl4tBA7VqdwcC5qJA==","2019-06-14",-34.6648183,-58.4761453,"Villa Lugano",5,92,86,95000,"USD","Departamento","Venta"
"3hTTh7/SAuu5YLX+oHoZOQ==","2019-02-18",-34.59314,-58.397745,"Recoleta",2,36,36,122000,"USD","Departamento","Venta"
"WjPf04xbxhLDDk6sVuFrWA==","2019-02-18",-34.5910568,-58.4026426,"Recoleta",3,68,68,225000,"USD","Departamento","Venta"
"q4ZQ3oc8qaAkHOf8Nr+2fg==","2019-02-18",-34.588251,-58.411505,"Recoleta",4,98,98,310000,"USD","Departamento","Venta"
"MoKZicgiU0JvyUDt1rWdFQ==","2019-02-18",-34.5909985,-58.394888,"Recoleta",4,70,70,230000,"USD","Departamento","Venta"
"FKvzJyk1s0hGucYJ88Ffuw==","2019-06-08",-34.591862,-58.385699,"Recoleta",1,119,119,420000,"USD","Departamento","Venta"
"OjmNQh2JXPhcHg9qwrZ08w==","2019-06-08",-34.56838608,-58.43089676,"Las Cañitas",2,68,64,274000,"USD","Departamento","Venta"
"VahaUhNG86HfS7mk7K1Uhw==","2019-06-08",-34.56838608,-58.43089676,"Las Cañitas",2,68,64,274000,"USD","Departamento","Venta"
"lYlmBHmrDWqzAwpiarNyaw==","2019-06-06",-34.601552,-58.39715,"Recoleta",1,32,30,95000,"USD","Departamento","Venta"
"CY+MGnyouKCpxuU/ntM+oA==","2019-06-06",-34.590991,-58.396486,"Recoleta",1,33,33,115000,"USD","Departamento","Venta"
"E2MHekshrs+O5nRJ9xZHHQ==","2019-06-06",-34.593404,-58.392838,"Recoleta",5,212,212,695000,"USD","Departamento","Venta"
"VjEZnIXFGvIlSTeuDZOIew==","2019-06-06",-34.58788,-58.387711,"Recoleta",5,141,135,450000,"USD","Departamento","Venta"
"sea7c/pfLS5q5bJGVQ3qJg==","2019-06-06",-34.660153,-58.468426,"Villa Soldati",4,72,72,78000,"USD","Departamento","Venta"
"Xmaa7ppmzh38jp30AJWpoQ==","2019-04-25",-34.5955903,-58.3885841,"Recoleta",NA,166,152,480000,"USD","Departamento","Venta"
"vJPK5aP8DiNqf+1sillvcw==","2019-04-25",-34.5639246,-58.4408039,"Las Cañitas",1,40,36,129000,"USD","Departamento","Venta"
"vRPWBv3D+bTxtREzZbxzPw==","2019-04-25",-34.590541,-58.399966,"Recoleta",3,70,64,245000,"USD","Departamento","Venta"
"KTkEsqSpynojmKDkJKg92Q==","2019-04-25",-34.5946016,-58.3955195,"Recoleta",4,109,100,330000,"USD","Departamento","Venta"
"q/Cywb86toWPhWa7cFgawQ==","2019-04-25",-34.5907401,-58.3935654,"Recoleta",5,212,205,650000,"USD","Departamento","Venta"
"7aRGvC55vLSugiY170n3BQ==","2019-05-13",-34.589829,-58.3876755,"Recoleta",6,182,174,550000,"USD","Departamento","Venta"
"BWG4kCGhicjdLwL4EMqDOQ==","2019-05-13",-34.5929397,-58.4005167,"Recoleta",2,37,37,129000,"USD","Departamento","Venta"
"BTqnqhUXWXtOHuCwXzL3Pw==","2019-05-13",-34.5928249,-58.3844252,"Recoleta",1,40,40,138000,"USD","Departamento","Venta"
"p3WJdhvvw+LLi5br+G+X5A==","2019-05-13",-34.586518,-58.404505,"Recoleta",3,102,68,230000,"USD","Departamento","Venta"
"Yu2+UaUfX591Ue/165kBVA==","2019-05-13",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,265000,"USD","Departamento","Venta"
"kzZslc1z2jUou9ela69E/g==","2019-05-13",-34.634263,-58.452848,"Parque Chacabuco",6,173,170,409000,"USD","Departamento","Venta"
"GyjqDlR3I+v7FW/VYW9c7g==","2019-06-04",-34.5941562,-58.3858062,"Recoleta",6,180,180,620000,"USD","Departamento","Venta"
"R2CzgmEFt1uwPsJcRsMzCQ==","2019-06-04",-34.5890358,-58.3951757,"Recoleta",4,106,95,349000,"USD","Departamento","Venta"
"GKhMyxsS9LBDAa+be5+Gqw==","2019-06-04",-34.5972206,-58.3881508,"Recoleta",NA,37,33,119000,"USD","Departamento","Venta"
"z3M3OdHezhoWyZbCdJws+A==","2019-06-04",-34.5879927,-58.4066186,"Recoleta",2,54,50,161000,"USD","Departamento","Venta"
"MimIuBk/tU6qQ43jPldvVg==","2019-06-04",-34.595689,-58.3848554,"Recoleta",NA,41,38,122000,"USD","Departamento","Venta"
"j4UDCbZe/x665KkFSoV7CQ==","2019-06-04",-34.587162,-58.394837,"Recoleta",2,45,37,131000,"USD","Departamento","Venta"
"/g/e55mHFZEwJWUjq7cNAw==","2019-06-04",-34.5868042,-58.3884028,"Recoleta",1,48,48,160000,"USD","Departamento","Venta"
"KcZQcZtaTguU1GVN+7S5/w==","2019-06-04",-34.5863129,-58.404669,"Recoleta",2,43,43,165000,"USD","Departamento","Venta"
"FhyXwLSTtOigwOB+9cWsyg==","2019-06-04",-34.5944808,-58.3933673,"Recoleta",3,73,73,239000,"USD","Departamento","Venta"
"LrqVJIZF/b6dh6DAxvHKOw==","2019-06-04",-34.596491,-58.400551,"Recoleta",4,102,102,330000,"USD","Departamento","Venta"
